475620799089352704	https://twitter.com/Emanuel_0512/status/475620799089352704	2014-06-08 12:50:09+00:00	Working!âœˆï¸è #Boeing #B737 #B757 #UnitedAirlines #ExContinental #CopaAirlines #BioMuseo_Ÿ˜ç_Ÿ’™_Ÿ’__Ÿ’›âù_ï¸è#PTYAirportâ€_ http://t.co/UERUsX0rbG	de	0	0	Emanuel_0512
475736430216355840	https://twitter.com/_pierregiovanni/status/475736430216355840	2014-06-08 20:29:38+00:00	"make sure I tell the company not to book me on another #unitedairlines flight! at least #virginamerica had me on time, nice flight as well_Ÿ˜’_Ÿ‘†"	en	0	0	_pierregiovanni
475736036601905152	https://twitter.com/_pierregiovanni/status/475736036601905152	2014-06-08 20:28:04+00:00	I'm just waiting for #unitedairlines useless asses to fly a plane from LAX to SFO _Ÿ˜’ you'd think they'd have a better backup #justpissed	en	0	0	_pierregiovanni
475733917027147776	https://twitter.com/RJThieneman/status/475733917027147776	2014-06-08 20:19:39+00:00	Day 2 of flying united. More mechanical problems. Let's get some new planes dudes. #unitedairlines #Airport	en	0	0	RJThieneman
475730979374792705	https://twitter.com/Captain_Angua/status/475730979374792705	2014-06-08 20:07:58+00:00	@Legaltwitwit @united it was his carry on that he was forced to gate check. Where should he have put his meds? #badservice #unitedairlines	en	0	0	Captain_Angua
475728721157308417	https://twitter.com/MikeKelley8/status/475728721157308417	2014-06-08 19:59:00+00:00	United Airlines should award 100 air miles for every minute of delay. #unitedairlines	en	0	0	MikeKelley8
475728089981657088	https://twitter.com/MikeKelley8/status/475728089981657088	2014-06-08 19:56:29+00:00	My two United Airline flights out of Chicago are both delayed and I'm 1.5 hours late leaving Dallas. #unitedairlines	en	0	0	MikeKelley8
475727673847582720	https://twitter.com/bdccomm/status/475727673847582720	2014-06-08 19:54:50+00:00	Off again... #united #unitedairlines #traveling @ LAX Terminal 7- United Airlines Gate 70B http://t.co/xUFqlm9iYZ	en	0	0	bdccomm
475727625126952961	https://twitter.com/MikeKelley8/status/475727625126952961	2014-06-08 19:54:39+00:00	My already delayed United Airlines flight is landing with a mechanical issue so we can be delayed more. #unitedairlines	en	0	0	MikeKelley8
475722485535494144	https://twitter.com/jumpingbeanjd/status/475722485535494144	2014-06-08 19:34:13+00:00	Should have known better and not booked #unitedairlines #alwayssomething #delayed	en	0	0	jumpingbeanjd
475721618971312128	https://twitter.com/iceman_23/status/475721618971312128	2014-06-08 19:30:47+00:00	We were on the runway ready to take off. Then... Ground stop in Denver (destination) #Denver #DenverWeather #unitedairlines	en	0	0	iceman_23
475704525001883648	https://twitter.com/Chriztian_R/status/475704525001883648	2014-06-08 18:22:51+00:00	This is not good! #UnitedAirlines http://t.co/MZqNaJ70HS http://t.co/VjApw7USDD	en	0	0	Chriztian_R
475701419677597696	https://twitter.com/MikeKelley8/status/475701419677597696	2014-06-08 18:10:31+00:00	United Airlines needs to fly something other than regional jets. Bring back Main Line Flights and On Time Service #unitedairlines	en	0	0	MikeKelley8
475694133785268225	https://twitter.com/marymcnamara/status/475694133785268225	2014-06-08 17:41:34+00:00	.@united pilots are the best. but it did seem the plane was short on fuel. there was enuf for one 360 at least. #unitedairlines	en	0	0	marymcnamara
475692921513992193	https://twitter.com/Bmoney0513/status/475692921513992193	2014-06-08 17:36:45+00:00	Okay #unitedairlines did work for me this morning. Got me in two earlier flights that get me home 7 hours earlier. #muchappreciated	en	0	3	Bmoney0513
475683558661427200	https://twitter.com/marymcnamara/status/475683558661427200	2014-06-08 16:59:32+00:00	"landed in Denver due to ""modified"" holding pattern.  #unitedairlines"	en	0	0	marymcnamara
475680123732373504	https://twitter.com/marymcnamara/status/475680123732373504	2014-06-08 16:45:53+00:00	not enuf fuel 4holding pattern 2wait 4runway change (high winds) in Denver. sending us 2Colo.Springs 2refuel #unitedairlines #cuttingItClose	en	0	0	marymcnamara
475671834713915392	https://twitter.com/ben_trud/status/475671834713915392	2014-06-08 16:12:57+00:00	"Bad service @united , flight delayed 2 hours due to mechanical !! Get another plane , I am at IAD hub for #unitedairlines flight5752"	en	0	0	ben_trud
475660763030228992	https://twitter.com/GiraffeBC/status/475660763030228992	2014-06-08 15:28:57+00:00	"#Uber is now worth more than #Avis, #Hertz, or #UnitedAirlines: http://t.co/G1Ru6tB4mP"	en	1	2	GiraffeBC
475651494213992448	https://twitter.com/nathills/status/475651494213992448	2014-06-08 14:52:08+00:00	"Never flying @united out of Houston ever again. Terrible customer service, delays, worst planes, etc. #unitedairlines #united"	en	0	1	nathills
475651212604608512	https://twitter.com/MINlONS/status/475651212604608512	2014-06-08 14:51:00+00:00	"â“’ â˜ºï¸èâœ¨ Let's go home #minions, #LAX--&gt; #IAD united #unitedairlines #wheelsup http://t.co/70dpv6ciCe"	en	0	0	MINlONS
475648970572591106	https://twitter.com/OctavioEspinal/status/475648970572591106	2014-06-08 14:42:06+00:00	"Let's go home #minions, #LAX--&gt; #IAD @united #unitedairlines #wheelsup @ Los Angeles Internationalâ€_ http://t.co/LKaMn3QMzg"	en	0	0	OctavioEspinal
475647041628958721	https://twitter.com/marymcnamara/status/475647041628958721	2014-06-08 14:34:26+00:00	ok we're off but the #unitedairlines wifi isn't working. will test it later.	en	0	0	marymcnamara
475643653734408192	https://twitter.com/marymcnamara/status/475643653734408192	2014-06-08 14:20:58+00:00	overhearing #unitedairlines flight attendants talking (somewhat horrified) by boarding snafu.	en	0	0	marymcnamara
475641304077328384	https://twitter.com/backpacker_16/status/475641304077328384	2014-06-08 14:11:38+00:00	RT @ari_bermudes: Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http:â€_	en	1	0	backpacker_16
475641126129369088	https://twitter.com/marymcnamara/status/475641126129369088	2014-06-08 14:10:56+00:00	wow on the #unitedairlines headed to Denver and they just let a guy board who is on the WRONG flight. his boarding pass is for NYC.	en	0	1	marymcnamara
475621117965504514	https://twitter.com/ankulb/status/475621117965504514	2014-06-08 12:51:25+00:00	"""@Uber is now worth more than #Avis, #Hertz, or #UnitedAirlines: http://t.co/0bQXxZvgJq"""	en	0	0	ankulb
475619903417106432	https://twitter.com/sforgosh/status/475619903417106432	2014-06-08 12:46:36+00:00	My flight on #unitedairlines still had that new plane smell!	en	0	0	sforgosh
475601374390931456	https://twitter.com/switchfooter04/status/475601374390931456	2014-06-08 11:32:58+00:00	Indianapolis airport. #UnitedAirlines #planes #gates @ Indianapolis International Airport http://t.co/cQYqbt5rnv	en	0	0	switchfooter04
475592902299910144	https://twitter.com/christinemassey/status/475592902299910144	2014-06-08 10:59:18+00:00	Wings and tails! #UnitedAirlines http://t.co/iNhpn2fQuD	en	0	0	christinemassey
475586985328132097	https://twitter.com/333O0O/status/475586985328132097	2014-06-08 10:35:47+00:00	RT @iamwill: #unitedAIRLINES is the worse. Im a member &amp; I have my card to prove it. but they tell me my card is fake &amp; kick me out the louâ€_	en	901	0	333O0O
475586662655733761	https://twitter.com/hjbyhjj/status/475586662655733761	2014-06-08 10:34:31+00:00	RT @iamwill: #unitedAIRLINES is the worse. Im a member &amp; I have my card to prove it. but they tell me my card is fake &amp; kick me out the louâ€_	en	901	0	hjbyhjj
475582970838155264	https://twitter.com/DaniaMnts/status/475582970838155264	2014-06-08 10:19:50+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/I8FKfBGipx	en	0	0	DaniaMnts
475582520210489344	https://twitter.com/RobertoVllar/status/475582520210489344	2014-06-08 10:18:03+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/5tpqFQiyHr	en	0	0	RobertoVllar
475581769002270720	https://twitter.com/CindyRys/status/475581769002270720	2014-06-08 10:15:04+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/h0iOvpaUJa	en	0	1	CindyRys
475581681664262144	https://twitter.com/AnaVlzq/status/475581681664262144	2014-06-08 10:14:43+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/SObAqpC0Rv	en	0	0	AnaVlzq
475581669848915968	https://twitter.com/ArnolVlsq/status/475581669848915968	2014-06-08 10:14:40+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/K3r22G59E9	en	0	1	ArnolVlsq
475581551770869760	https://twitter.com/DaniaRsll/status/475581551770869760	2014-06-08 10:14:12+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/exA6Jc9IE2	en	0	0	DaniaRsll
475581489800052736	https://twitter.com/AmandaRldn/status/475581489800052736	2014-06-08 10:13:57+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/cGnKdlTjZQ	en	0	0	AmandaRldn
475581248216514560	https://twitter.com/Pena_sahara/status/475581248216514560	2014-06-08 10:13:00+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/0EainwZTH8	en	0	0	Pena_sahara
475581212292296705	https://twitter.com/AnaVzqz_/status/475581212292296705	2014-06-08 10:12:51+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/9J8J7NsAV4	en	0	0	AnaVzqz_
475580938181935104	https://twitter.com/JimenaDrnts/status/475580938181935104	2014-06-08 10:11:46+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/EcDjNL8OvR	en	0	0	JimenaDrnts
475580894976417792	https://twitter.com/AliciaSler/status/475580894976417792	2014-06-08 10:11:35+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/CXVdXILYwP	en	0	0	AliciaSler
475580544965951488	https://twitter.com/rommy_barrios/status/475580544965951488	2014-06-08 10:10:12+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/0u7IQSH3pM	en	0	0	rommy_barrios
475580342108430336	https://twitter.com/ari_bermudes/status/475580342108430336	2014-06-08 10:09:24+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/U0C2BcfcY1	en	1	0	ari_bermudes
475580184859787264	https://twitter.com/ranata_aguirre/status/475580184859787264	2014-06-08 10:08:46+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/7cFhl4cbR6	en	0	0	ranata_aguirre
475580179986010112	https://twitter.com/SharonSvll/status/475580179986010112	2014-06-08 10:08:45+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/Bf6qwVnmqt	en	0	0	SharonSvll
475580069197672448	https://twitter.com/Dani_Domingon_n/status/475580069197672448	2014-06-08 10:08:19+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/6gt60XTEqs	en	0	0	Dani_Domingon_n
475579728750182400	https://twitter.com/Gem_hernandez/status/475579728750182400	2014-06-08 10:06:57+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/n0tRMWhdDf	en	0	0	Gem_hernandez
475579614308622336	https://twitter.com/ROSAL_CARMINA/status/475579614308622336	2014-06-08 10:06:30+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/NrMuvneuXP	en	0	0	ROSAL_CARMINA
475579605848694784	https://twitter.com/orne_pattison/status/475579605848694784	2014-06-08 10:06:28+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/Bz9lSMG08s	en	0	0	orne_pattison
475579349119537152	https://twitter.com/ManAcosta6/status/475579349119537152	2014-06-08 10:05:27+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/MehDsDBVyw	en	0	0	ManAcosta6
475579345952866304	https://twitter.com/jisse_cobah/status/475579345952866304	2014-06-08 10:05:26+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/T7F3O5b7Ju	en	1	0	jisse_cobah
475579315292483585	https://twitter.com/lizaCOOPEL/status/475579315292483585	2014-06-08 10:05:19+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/6EZoSUobB8	en	0	0	lizaCOOPEL
475579246749159426	https://twitter.com/AmandaSol01/status/475579246749159426	2014-06-08 10:05:02+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/zjWnC4IsRl	en	0	0	AmandaSol01
475579223579840512	https://twitter.com/Maldolec_/status/475579223579840512	2014-06-08 10:04:57+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/yQHkWUYDqn	en	0	0	Maldolec_
475579079530663936	https://twitter.com/AaronVal0/status/475579079530663936	2014-06-08 10:04:23+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/ptsjBcLNtD	en	0	0	AaronVal0
475578976795389952	https://twitter.com/ErikaTld/status/475578976795389952	2014-06-08 10:03:58+00:00	Montreal bound #canada #travel #traveling #wanderlust #unitedairlines #airport #montreal #michaelkors #luxurytravel http://t.co/duIzlQMGhF	en	0	0	ErikaTld
475572944337657856	https://twitter.com/ConallMcN94/status/475572944337657856	2014-06-08 09:40:00+00:00	Just got my seat moved up. Complete consumer surplus gain! Great start to the trip! #NewYorkBound #UnitedAirlines http://t.co/Q25Pfsds75	en	0	9	ConallMcN94
475571092208504832	https://twitter.com/AustinGirl888/status/475571092208504832	2014-06-08 09:32:38+00:00	Great job Lance! #unitedAIRLINES  flight #431	en	0	0	AustinGirl888
475555678354825216	https://twitter.com/ayalaleslie99/status/475555678354825216	2014-06-08 08:31:23+00:00	Oh you know just chilling at the airport #unitedairlines #satx #aloha #nosleep http://t.co/Vz8L113Mjx	en	0	2	ayalaleslie99
475505088983998464	https://twitter.com/LGDuPlain/status/475505088983998464	2014-06-08 05:10:22+00:00	"Thanks, #unitedairlines, for putting us up in a trashy hotel after canceling our flight. No thanks. I'll sleep in baggage claim."	en	0	0	LGDuPlain
475504889838071808	https://twitter.com/Holden_Mi_Ballz/status/475504889838071808	2014-06-08 05:09:34+00:00	@united thank you neglecting my family when we arrived into LAX. We missed our international flight to Sydney #unitedairlines	en	0	0	Holden_Mi_Ballz
475501165996937216	https://twitter.com/jenmcunningham/status/475501165996937216	2014-06-08 04:54:47+00:00	See this metal chair? This is where I'll be sleeping since #unitedairlines canceled our flight. Missing #cwcon http://t.co/EQi9aUdLVY	en	0	0	jenmcunningham
475478512913367040	https://twitter.com/jenmcunningham/status/475478512913367040	2014-06-08 03:24:46+00:00	"Annnd the #unitedairlines crew ""timed out"" so we have no flight. WTF?! As if they didn't know we had a flight scheduled. Never again. Done."	en	0	0	jenmcunningham
475476832675180544	https://twitter.com/LGDuPlain/status/475476832675180544	2014-06-08 03:18:05+00:00	Clicking your heels three times is more likely than #unitedairlines to get you home.	en	0	0	LGDuPlain
475462592736296960	https://twitter.com/mons_monz/status/475462592736296960	2014-06-08 02:21:30+00:00	Holy shit..... Is this real life. #unitedairlines #united #baseball #plane #what #seattv http://t.co/2iZNE97Wb7	en	0	0	mons_monz
475461367370379264	https://twitter.com/jenmcunningham/status/475461367370379264	2014-06-08 02:16:38+00:00	#unitedairlines wouldn't have to offer vouchers begging passengers to take another flight if they didn't overbook in the first place.	en	0	1	jenmcunningham
475455738224324608	https://twitter.com/jenmcunningham/status/475455738224324608	2014-06-08 01:54:16+00:00	"#unitedairlines likes to overbook. I've been on a plane/in an airport for 11 hrs now. And, the flight I *might* get on is delayed too. _Ÿ˜ "	en	0	0	jenmcunningham
475443878338637824	https://twitter.com/jgskup/status/475443878338637824	2014-06-08 01:07:08+00:00	I'm a devoted #SWA customer but had to take #unitedairlines from Norfolk. they have power outlets at every seat! @SouthwestAir power please!	en	0	0	jgskup
475440057047089153	https://twitter.com/rogertheherb/status/475440057047089153	2014-06-08 00:51:57+00:00	RT @traveltrivia4u: #Trivia4u.Today #USA 1995 The long-range #Boeing777 enters service with #UnitedAirlines.- #LondonHeathrow to #DullesIntâ€_	en	1	0	rogertheherb
475438655222198272	https://twitter.com/BriItalia/status/475438655222198272	2014-06-08 00:46:23+00:00	I love having wifi on my flight home #unitedairlines	en	0	0	BriItalia
475429891345637376	https://twitter.com/mikejturk/status/475429891345637376	2014-06-08 00:11:33+00:00	Yeah. Another 30 min delay. Thank you #unitedairlines may I have another. I am enjoying my 3+ hour delay at IAH.	en	0	0	mikejturk
475428172633096192	https://twitter.com/obiterloquitur/status/475428172633096192	2014-06-08 00:04:44+00:00	@united No gluten free meal shrugs and aggression from the attendants! Fly the friendly skies.Bah! #unitedairlines #	en	0	0	obiterloquitur
475424353031421952	https://twitter.com/mikejturk/status/475424353031421952	2014-06-07 23:49:33+00:00	Delaying the flight in 30 min increments. Nice way to keep us from finding another way home #unitedairlines	en	0	0	mikejturk
475423371002658816	https://twitter.com/mikejturk/status/475423371002658816	2014-06-07 23:45:39+00:00	"Duped by #unitedairlines AGAIN. Rather than be honest with customers, lead them on! Explains your ranking as an airline"	en	0	0	mikejturk
475412217727180800	https://twitter.com/courtney_joy_13/status/475412217727180800	2014-06-07 23:01:20+00:00	I'm going to be so mad if my flight does not have wifi on it #unitedairlines	en	0	0	courtney_joy_13
475410839970000896	https://twitter.com/warrenjacob/status/475410839970000896	2014-06-07 22:55:51+00:00	@MarshaCollier @garyvee Thank you btw for any help! @NixiePixel #unitedairlines	en	0	0	warrenjacob
475409868837621760	https://twitter.com/warrenjacob/status/475409868837621760	2014-06-07 22:52:00+00:00	@garyvee Is it possible for you to help @NixiePixel get back home? #unitedairlines	en	0	0	warrenjacob
475406815896014848	https://twitter.com/WindyCityBowler/status/475406815896014848	2014-06-07 22:39:52+00:00	Delayed flight due to mechanical &amp; now due to catering for the A Galley....Hope Mickey &amp; Minnie understand.  #unitedairlines #delayedflights	en	0	0	WindyCityBowler
475397559012585472	https://twitter.com/ViliusAdomaitis/status/475397559012585472	2014-06-07 22:03:05+00:00	Had an early flight to #SanFrancisco #unitedairlines #summer http://t.co/GFN6Jjunk0	en	0	0	ViliusAdomaitis
475392157659185152	https://twitter.com/7nicolema/status/475392157659185152	2014-06-07 21:41:37+00:00	Landed in Chitown a little early so we got a tour of the runways. It would've been better if someone was commentating. #unitedairlines	en	0	0	7nicolema
